id,name,快捷键,冷却时间,技能消耗,Information
78,七星光芒剑,R,110/100/90秒,100法力,对目标英雄造成300/450/600（+1.5全AD）点物理伤害。如果目标生命低于20%，会立刻斩杀目标。用这个技能杀死敌方英雄可以立刻刷新技能冷却。
77,虔诚光环,被动,无,无,提高周围友方单位15点法术抗性和5%法术抗性
77,制裁之锤,Q,18/17/16/15/14秒,70/75/80/85/90法力,向目标单位丢出一把制裁之锤，造成50/90/130/170/210（+0.8全AD）点物理伤害，并晕眩1.5秒。 
77,审判,W,12/11/10/9/8秒,50法力,审判目标单位，造成70/115/160/205/250（+0.8AP）点法术伤害，并减少10/15/20/25/30点护甲，持续3秒；若目标被制裁之锤晕眩，则额外提高50%的伤害。最高造成105/172.5/240/307.5/375（+1.2AP）点法术伤害
77,清算,E,20秒,80法力,被动效果：减少自身所受到的2%/4%/6%/8%/10%伤害。 主动效果：开启后取消被动效果，8秒后将受到的所有伤害的30%+40/80/120/160/200基础值转化为法术伤害，反馈给周围的敌人；可以手动结束效果。
77,圣盾术,R,120/105/90秒,100法力,免疫所有伤害持续3/4/5秒。
76,五行遁术,被动,无,无,牛魔王进入光学迷彩力场时会增加10%护甲和法术抗性，离开草丛后可以保持5秒
76,天魔解体大法,Q,5,无,立即对目标造成55/90/125/160/195（+3%最大生命值）点真实伤害。每次受到普通攻击会降低这个技能0.5秒冷却时间。
76,平天手衡心法,W,14/13/12/11/10秒,无,创造出一个可以吸收70/120/170/220/270（+0.7额外AD）点伤害的护盾，持续4秒，每损失1%的生命值，护盾可吸收的伤害就增加0.7/1.2/1.7/2.2/2.7。护盾持续期间攻速提高30%护盾最高可吸收140/240/340/440/540（+0.7额外AD）点伤害
76,五雷天心正法,E,12,无,平天大圣释放雷击，减少附近敌人20%移动速度，并每秒受到25/35/45/55/65（+0.35额外AD）点物理伤害
76,灭天三式,R,45/40/35,无,向目标冲锋，将目标眩晕1.5秒，并且对目标造成200/300/400（+1.0全AD）点物理伤害，施法距离5/6/7
75,怪异杀手,被动,无,无,姬丝秀忒·雅赛劳拉莉昂·刃下心的普通攻击可以对非英雄单位额外造成10/15/20/25点真实伤害并恢复自己6/9/12/15点生命值，这个技能在6/11/16级时获得提升
75,鲜血之吻,Q,10/9.5/9/8.5/8秒,30/40/50/60/70生命,被动效果:姬丝秀忒·雅赛劳拉莉昂·刃下心每损失1%生命值，增加0.2%/0.3%/0.4%/0.5%/0.6%的生命偷取和法术吸血。最多增加20%/30%/40%/50%/60%的生命偷取和法术吸血主动效果:4秒内下次普通攻击会造成额外30/50/70/90/110点物理伤害，并在5秒内造成30/50/70/90/110（+0.75全AD）点物理伤害，可以重置普通攻击，每次普通攻击会降低技能冷却时间1秒
75,血腥风暴,W,26/24.5/22/20.5/19秒,10%当前生命,姬丝秀忒·雅赛劳拉莉昂·刃下心变成一团血雾，期间自身无敌，也无法进行普通攻击和使用技能。雾化期间每0.4秒增加移动速度10%/15%/20%/25%/30%，持续1.6秒。并且会对碰到的敌方单位造成每0.4秒30/40/50/60/70（+0.4AP）点法术伤害最高造成120/160/200/240/280（+1.6AP）点法术伤害
75,夺魄凝视,E,18/17/16/15/14秒,50/60/70/80/90生命,被动效果:姬丝秀忒·雅赛劳拉莉昂·刃下心周围的敌方单位都会减少2%/4%/6%/8%/10%的移动速度和4%/8%/12%/16%/18%的攻击速度。主动效果:姬丝秀忒周围的敌方单位会被她支配，被支配的单位会缓慢走向姬丝秀忒，效果持续0.75/1/1.25/1.5/1.75秒(距离越远时间越短，最低60%)。并造成70/110/150/190/230（+0.7AP）点法术伤害
75,进食,R,90/80/70秒,无,姬丝秀忒·雅赛劳拉莉昂·刃下心扑到目标英雄身边，偷取目标英雄200/300/400（+0.6全AD）点生命值，并将目标定身，持续2秒。
74,狂战士之血,被动,无,无,每点怒气增加0.35%暴击率，每次攻击获得5怒气，暴击获得10怒气；击杀目标则额外获得10怒气。脱离战斗后每5秒损失5怒气
74,斗志高昂,Q,12/11/10/9/8秒,无,被动效果:提升5/10/15/20/25点攻击力，每损失1%生命值额外提升0.15/0.2/0.25/0.3/0.35攻击。最多提升20/30/40/50/60点攻击力每次暴击时恢复相当于自身攻击力20%的生命值主动效果:回复30/40/50/60/70（+1.0AP）点生命值，并消耗所有怒气额外回复生命值，每点怒气回复0.5/0.95/1.4/1.85/2.3生命最多回复80/135/190/245/300（+1.0AP）点生命值
74,刺耳战呼,W,12秒,无,嘲笑敌人，减少身边敌方英雄20/35/50/65/80攻击力，转身逃跑的敌人会被减速30/37.5/45/52.5/60%，持续4秒
74,旋风斩,E,13/12/11/10/9秒,无,对冲锋路线上所有敌人造成70/100/130/160/190（+1.2额外AD）（+1.0AP）点物理伤害，每次打出暴击减少2秒冷却时间可以享受暴击，暴击伤害为150%
74,百战不殆,R,110/100/90秒,无,6秒内完全免疫伤害，生命值最多减少到1，并立刻获得50/75/100点怒气。每击杀一个敌方英雄持续时间延长1秒。在结束后会恢复相当于自身攻击力的生命值。开启期间不会再被斧王的淘汰之刃，夏洛特的七星光芒剑，两仪式的直死之魔眼所斩杀。
73,泰坦之心,被动,无,无,"被动技能,每杀死一个敌人，能提升3点最大生命值，并恢复10点生命值 ；当击杀英雄时，该效果提升10倍，获得助攻时，效果提升5倍
击杀英雄增加30点最大生命值并恢复100点生命值
获得助攻增加15点最大生命值并恢复50点生命值"
73,巨像践踏,Q,13秒,30/40/50/60/70生命,释放践踏攻击，对周围敌方单位造成80/120/160/200/240（+0.6AP）点法术伤害，并附带击飞效果。
73,巨石弹幕,W,2秒,每0.25秒2/3/4/5/6生命值,"开启:耗费你的生命,每秒对周围每0.25秒10/15/20/25/30（+0.08）AP点法术伤害。"
73,巨像冲撞,E,14/13/12/11/10秒,45/55/65/75/85生命,"对目标造成50/100/150/200/25050/100/150/200/250点法术伤害,并附带击退效果,如果在击退过程中受到地形碰撞目标将眩晕1.5秒。"
73,盖亚诅咒,R,90秒,无,诅咒一个敌方英雄，在诅咒期间将自身所受伤害的100%，以真实伤害反馈给中诅咒的英雄，持续4/5/6秒。
72,Ice Make Lance,被动,无,无,"格雷的普通攻击转化为Ice Make Lance（枪骑兵）
对目标造成（+0.8全AD)(+0.2AP）点法术伤害
除此之外没有任何变化
享受物理暴击、物理吸血、法术穿透
不享受法术吸血、物理穿透
伤害是普攻判定，不是技能判定"
72,Ice Geyser,Q,12/11/10/9/8秒,60/65/70/75/80法力,对目标区域施法，1秒后目标点会爆发出强大的冰欠泉，对周围200范围内造成70/130/190/250/310（+0.7AP）点法术伤害，并附带1.25秒的结冰(眩晕)效果
72,Ice Make Saucer,W,30/28/26/24/22秒,80/85/90/95/100法力,制造3个冰飞盘，对碰到的敌人造成30/55/80/105/130（+0.4AP）点法术伤害，并减少60％移动速度，持续1.5秒，飞盘持续7秒。鼠标放置于飞轮任意一(内/外)侧，按住左键超过0.2秒后松开，飞轮轨迹即朝该侧偏移最高造成90/165/240/315/390（+1.2AP）点法术伤害
72,冰刃七连舞,E,15/14/13/12/11秒,50/55/60/65/70法力,将普通攻击转化为近战攻击，攻击速度提高到极限速度，每次攻击造成普通攻击60％/70％/80％/90%/100%（+0.2AP）点法术伤害(享受普通攻击附带的所有效果）；并能招架掉15％/17.5%/20%/22.5%/25%的伤害，持续7秒(7次普通攻击后效果立刻结束)
72,Ice Make Floor,R,150/125/100秒,120法力,在自己脚下制造一大块冰地板，所有敌人走上冰地板都会不受控制的滑行（不可控制状态），直到目标滑出冰地板范围;格雷自身在冰地板上获得100%的移动速度加成；冰地板持续5秒
71,潜踪,被动,无,无,在水中时移动速度提高15%，脱离水面后能保持3秒。
71,投掷鱼叉/波涛,Q,6秒,50/60/70/80/90法力,捕鱼达人向目标方向丢出一只鱼叉，对碰到的第一个单位造成55/95/135/175/215（+0.65AP）点法术伤害。（伤害随鱼叉飞行距离增加，最多增加150%）最高造成137.5/237.5/337.5/437.5/537.5（+1.625AP）点法术伤害猎潮者形态:下次攻击对目标造成40/70/100（+1.0全AD）点额外物理伤害，并且根据目标血量附加额外伤害。（目标血量越低伤害越高，最多增加200%伤害）最高造成120/210/300（+3.0全AD）点额外物理伤害
71,网罟陷阱/冲浪,W,30/27/24/21/18秒,60点法力值,人类形态：沼...捕鱼达人在目标地点放置一个陷阱，踩中陷阱的敌人会被显示12秒，同时被束缚0.5/0.75/1/1.25/1.5秒。陷阱最多可存在3分钟潮汐者形态:艾努扑向前方，落地造成125/175/225（+0.4AP）点范围法术伤害。
71,海风之力/鲨齿,E,10秒,60/80/100/120/140,人类形态：沼跃鱼治疗目标...啊呸！什么沼跃鱼！捕鱼达人治疗目标友军目标50/85/120/155/190（+0.7AP）点生命值，同时在7秒内增加其20%/30%/40%/50%/60%攻击速度。潮汐者形态:艾努爪击面前的敌人，造成150/175/300（+0.4AP）法术伤害。
71,猎潮者,R,4秒,无,人类形态：捕鱼达人变成沼跃...沼跃沼跃沼...捕鱼达人变成猎潮者增加7%移动速度和10/20/30点双抗所有技能转换为猎潮者技能猎潮者形态：捕鱼达人变回人类形态，所有技能转换为人形态技能
70,蓄势待发,被动,无,无,每杀死或助攻击杀一个英雄获得25额外黄金。击杀减少所有技能冷却时间15秒，助攻减少所有技能冷却8秒。
70,寻踪苦无,Q,9/8.5/8/7.5/7秒,无,最多弹射2/3/4/5/6个单位，对主要目标造成60/95/130/165/200（+0.8额外AD）（+0.35AP）点法术伤害，每次弹跳减少10％伤害
70,刺客本能,W,16/15/14/13/12秒,无,被动效果:每一次技能和普通攻击都将附加8/12/16/20/24伤害。主动效果:8秒内，基础技能附带效果。寻踪苦无:对每个敌人都造成全额伤害，并使之所受的治疗效果减少50％，持续5秒。暗影之舞：英雄所受到的伤害减少15％/20％/25％/30％/35％
70,暗影之舞,E,10/9/8/7/6秒,无,瞬间移动到目标身旁，如果目标是敌人，则对其造成80/120/160/200/240（+0.75AP）点法术伤害。
70,杀戮之风,R,60/55/50秒,无,向附近4名英雄投掷10把匕首，每柄匕首造成50/65/80（+0.5额外AD）（+0.25AP）点法术伤害共造成500/650/800（+5.0额外AD）（+2.5AP）点法术伤害
69,坍缩,被动,无,无,每释放技能进行一次充能，获得3个充能下一次释放技能将使自身获得35%的法术吸血，持续3秒
69,深渊裂隙,Q,7秒,50/55/60/65/70,对路径上的敌人造成伤害，射出时造成法术伤害，收回时造成真实伤害40/65/90/115/140（+0.4AP）
69,泯灭,W,10/9.5/9/8.5/8,60点法力值,震退周围的敌方单位，并且造成法术伤害。伤害：60/105/150/195/240（+0.6AP）
69,引力捕捉,E,12秒,60/60/60/60/60,"对目标造成法术伤害，并限制目标行动,伤害：60/100/140/180/220（+0.5AP）持续时间：1s/1.25s/1.5s/1.75s/2s"
69,虫洞穿梭,R,110/95/80,100点法力值,向前冲锋并对附近敌人造成伤害，技能冷却前最多可以使用3次伤害：100/140/180（+0.3AP）
68,巽风祝福,被动,无,无,为所有友方英雄增加3%的移动速度
68,定向气旋,Q,10秒,90/105/120/135/150,"召唤出一股强力的旋风,释放后会对其经过的所有敌人造成60/85/110/135/160（+0.75AP）点伤害+20/30/40/50/60（无加成）每秒充能法术伤害,并将他们击飞。旋风飞行的距离会随着充能时间而增加而延长。"
68,风暴精灵,W,12/11/10/9/8,40/50/60/70/80,"被动效果:提升8%/10%/12%/14%/16%的移动速度,并可以穿越英雄和小兵。,主动效果:对目标敌人造成60/115/170/225/280（+0.8AP）点法术伤害,并减少他们24%/30%/36%/42%/48%的移动速度,持续4秒。技能冷却时失去被动效果。"
68,闪电屏障,E,10秒,70/80/90/100/110,"为目标召唤护罩,吸收80/120/160/200/240（+0.9AP）点伤害并提升他们14/23/32/41/50点攻击力和10%的法术强度,持续5秒(可以作用于防御塔)作用于祭坛时只提供5点护盾值"
68,暴风领域,R,120秒,150/225/300,"""击退周围的敌人，并引导能够治疗的轻风，每秒为周围友军恢复100/150/200（+0.6AP）生命值,持续4秒。"""
67,死亡缠绕,被动,无,无,每使用4次技能后（烧尽需击中目标），下一次技能会附带一个死亡缠绕，对目标造成5%最大生命值的法术伤害，并恢复自身5%最大生命值的血量；同时目标会受到1.5秒的恐惧效果不能攻击与施法。
67,献祭术,Q,14/13/12/11/10,60/65/70/75/80,向目标释放献祭术，造成50/70/90/110/130（+0.4AP全）点法术伤害。并持续灼烧目标6秒，每2秒造成10/15/20/25/30（+0.1AP全）点法术伤害；若灼烧期间受到烧尽伤害时，会延长2秒持续时间。
67,暗影之怒,W,14/13/12/11/10,80/85/90/95/100,对目标区域造成65/100/135/170/205（+0.5AP全）法术伤害并群体晕眩1秒。
67,烧尽,E,1.5秒,50/55/60/65/70,需消耗1个灵魂石，向目标方向发出烧尽，对第一个碰到的目标造成80/135/190/245/300（+0.6AP全）点法术伤害，如目标身上有献祭状态，则会减少目标30%的移动速度。每5秒获得一个灵魂石，灵魂石最多保留2个，若杀死敌人则立刻获得1个灵魂石。
67,混乱箭,R,80/70/60,125/175/225,对目标单位射出混乱箭，造成250/400/550（+0.6AP全）点真实伤害。
66,热力学定律,被动,无,无,"热能到达50时进入危险操作状态,所有技能附加额外效果；热能到达100时进入过热状态,沉默自己6秒。过热状态下攻击附加20+5*等级法术伤害。4秒不使用技能后,接下来2.5秒内每秒降低10热能,2.5秒后每秒降低20热能。"
66,散射弹幕,Q,6秒,20点热量,"使他面前的锥形区域燃烧3秒,对其中的全部单位造成每0.25秒10/20/30/40/50（+0.15AP）点法术伤害。处于""危险操作""状态的时候,此技能增加30%额外伤害，造成120/240/360/480/600（+1.8AP）点法术伤害。对非英雄单位造成一半的伤害。 "
66,蒸汽护盾,W,6秒,20点热量,"制造一个持续2秒并且吸收60/100/140/180/220（+0.5AP）法术伤害的护盾持续3秒,并且获得一个持续1秒的10%/15%/20%/25%/30%的加速效果。 处于""危险操作""状态的时候,移动速度与护盾强度增加30%"
66,飞射齿轮,E,10秒,20点热量,"发射一个旋转的轮锯,对敌人造成55/85/115/145/175（+0.5AP）法术伤害,附加一个持续3秒的可叠加的15%/20%/25%/30%/35%的减速效果。在3秒内可发射第二枚轮锯,不需要额外消耗。 处于""危险操作""状态的时候,伤害和减速效果提升30%。 "
66,硫磺使者,R,105/90/75,无,"朝目标区域发射一连串法术伤害为150/225/300（+0.5AP）的导弹,在燃烧区域内的敌人将每秒受到120/160/200（+0.2AP全）点法术伤害并被减速35%,燃烧区域持续5秒。"
65,千年杀,被动,无,无,"青丘国主对背朝自己的敌人进行普通攻击时，会附带千年杀击飞效果,这个效果对同一目标每10秒只能触发一次。"
65,螺旋手里剑/仙法螺旋手里剑,Q,15/14/13/12/11,75/80/85/95/100,"青丘国主跳向目标点，对该目标区域造成一次范围伤害,造成 70/115/160/205/250（+0.8AP全）点法术伤害。仙人模式强化：伤害与范围提高25%，并造成击飞效果。"
65,九尾妖狐外衣/仙法九尾妖狐外衣,W,18秒,80点法力值,被动效果：周围每多一个敌人英雄时，提高2/3/4/5/6点护甲与魔抗。主动效果：形成持续4秒的外衣，期间受到伤害时，可以立刻治疗自身25/40/55/70/85（+0.3AP全）点生命值，每次触发间隔0.5秒。仙人模式强化：受到攻击后，会立刻反击攻击者，造成50/80/110/140/170（+0.3AP全）点法术伤害。
65,螺旋丸/仙法螺旋丸,E,9/8/7/6/5,30点法力值,青丘国主手中凝聚出螺旋丸，使他的下一次攻击能附带50/90/130/170/210（++0.65AP全）点螺旋丸的法术伤害。并沉默目标1.75秒。仙人模式强化：能附带2次螺旋丸的伤害，并晕眩目标1.75秒。螺旋丸存在状态下，无法获得仙人模式下的螺旋连丸。（螺旋丸/仙法螺旋连丸最多存在4秒，不击出则从使用技能时开始计算冷却，击出则从击出时开始计算冷却。）
65,仙人模式,R,65/60/55,100点法力值,青丘国主进入仙人模式，提高自身15%/30%/45%的移动速度和40%/60%/80%的攻击速度。青丘国主的其它技能也将受到仙法的强化，强化后的技能独立计算冷却。仙人效果持续10秒。
64,甜甜果实,被动,无,无,普通攻击与技能对被石化的敌人会造成目标最大生命值5%真实伤害
64,手枪之吻,Q,2.5秒,40点法力值,将自己的吻射出，对命中的敌人造成40/70/100/130/160+（04AP全）点法术伤害并减速10%，持续4秒。连续命中目标3次会使目标石化1秒。
64,迷恋甘风,W,10秒,80/85/90/95/100,双手摆出爱心的姿势放出光线；被光线击中得人会石化1秒。受到80/130/180/230/280（+0.75AP全）法术伤害。
64,芳香腿,E,16/15/14/13/12秒,50法力,使用技能后增加35％移动速度和125的攻击距离，持续3.5秒状态持续中的下次普通攻击对敌方造成45/85/125/165/205（0.5AP）额外法术伤害；（最高1200点伤害）如果目标被石化，则造成目标12%/14%/16%/18%/20%最大生命值的额外法术伤害。
64,俘虏之箭,R,125/110/95,125/150/175,将自己的吻形成巨大的心形砸向目标区域，造成275/400/575（+0.6AD全）（+0.5AP全）法术伤害并群体石化1秒。
63,贽殿遮那,被动,无,无,"夏娜的第5次普通攻击造成伤害的100%会转换为自身的护盾
夏娜每进行一次普通攻击都会为自身增加一层印记，每层印记会为下一次普通攻击提供10%物理伤害，印记持续5s最多叠加5层"
63,真红,Q,12秒,50/55/60/65/70法力,夏娜召唤实体化的火爪打击敌方单位造成物理伤害，并且火爪会抓取周围敌方单位并造成1秒眩晕。1级：法力消耗50；冷却12s；伤害40+（0.55全AD）2级：法力消耗55；冷却12s；伤害80+（0.55全AD）3级：法力消耗60；冷却12s；伤害120+（0.55全AD）4级：法力消耗65；冷却12s；伤害160+（0.55全AD）5级：法力消耗70；冷却12s；伤害200+（0.55全AD）
63,飞焰,W,15秒,60法力,夏娜召唤3道飞焰，每道飞焰可对敌人造成物理伤害。1级：法力消耗60；冷却15s；伤害25+（1.00额外AD）2级：法力消耗60；冷却15s；伤害45+（1.00额外AD）3级：法力消耗60；冷却15s；伤害65+（1.00额外AD）4级：法力消耗60；冷却15s；伤害85+（1.00额外AD）5级：法力消耗60；冷却15s；伤害105+（1.00额外AD）
63,审判,E,23/21/19/17/15秒,50法力,一段：审判，夏娜审判敌人，对范围内敌人造成物理伤害并减速，在短时间内夏娜可观察到隐藏的罪恶，所有伤害将转换为自身护盾，护盾持续5s二段：审判释放，夏娜将自身所有护盾转换为伤害对范围内敌人再次审判，范围内的敌人平摊伤害1级：法力消耗50；冷却23s；30+(1.0额外ad)2级：法力消耗50；冷却21s；45+(1.0额外ad)3级：法力消耗50；冷却19s；60+(1.0额外ad)4级：法力消耗50；冷却17s；75+(1.0额外ad)5级：法力消耗50；冷却15s；90+(1.0额外ad)
63,断罪,R,100/90/80秒,100/125/150法力,夏娜对敌人进行断罪，对前方范围内敌方目标造成物理伤害并产生击飞1级：法力消耗100；冷却100s；伤害250+（1.00额外AD）2级：法力消耗125；冷却90s；伤害375+（1.00额外AD）3级：法力消耗150；冷却80s；伤害500+（1.00额外AD）
62,电磁场,被动,无,无,"御坂美琴的电磁场会在敌方英雄刚刚接近1200范围时产生感应，获取该敌方英雄1秒视野，同一英雄每15秒最多触发1次。
在电磁场效果存在时，御坂美琴受到近身攻击会打破电磁场，在接下来的1秒内所有近身攻击御坂美琴的敌人将被击退，若击退碰到阻挡将眩晕1秒。电磁场被打破后需要40秒充能。
御坂美琴背对1000范围内的友方白井黑子移动时，会获得额外5%的移动速度加成。"
62,电磁炮,q,1秒,20/25/30/35/40（每个阶段成长+5）,每6秒增加1枚硬币，最多8枚。释放时向前方射出电磁炮，距离600范围（每个阶段+200），对穿透的敌人造成30/55/80/105/130（+0.4AP全）点法术伤害。蓄能6秒不使用将自动进阶为真电磁炮。真电磁炮释放时向前方射出电磁炮，对穿透的敌人造成5/85/115/145/175（+0.6AP全）点法术伤害。蓄能6秒不使用将自动进阶为超电磁炮，释放后降阶为电磁炮。超电磁炮释放时向前方射出电磁炮，对穿透的敌人造成85/120/155/190/225（+0.8AP全）点法术伤害。
62,铁砂风暴,w,20/19/18/17/16s,85/90/95/100/105,向区域内召唤铁砂风暴，持续8秒。站在铁砂风暴内的敌方单位移动速度和攻击速度降低20%。铁砂风暴被御坂美琴的技能击中时会爆炸产生70/100/130/160/190（+0.55AP全）点法术伤害并分裂，分裂铁砂同样会产生爆炸效果，但不再分裂。使用铁砂风暴后3秒内如果战场上存在铁砂风暴，御坂美琴可使用闪步引爆铁砂风暴。
62,雷击之剑,e,12秒,80/85/90/95/100,蓄力射出雷击之剑，雷电扫过长400范围的矩形区域，对区域内敌人造成60/105/150/195/240（+0.45AP全）点真实伤害，减速60%并沉默，持续1.5秒
62,真正的落雷,r,140/120/100s,120/160/200,以自身为中心召唤落雷。范围内所有敌方单位受到0.4秒麻痹效果（无法攻击，移动），在1秒后对引雷地点劈下真正的落雷，小范围造成200/310/420（+0.9AP全）点法术伤害。多次雷击伤害降低50%
61,倾国,被动,无,无,"被动技能,,魅影突袭与影舞斩会消耗掉敌方身上的缠绵悱恻状态，对目标单位造成目标最大生命值*3%*缠绵悱恻层数的法术伤害（对怪物最高造成1350点法术伤害）
貂蝉的普通攻击击中具有缠绵悱恻状态的目标时，会额外造成目标最大生命值*1%*缠绵悱恻层数的物理伤害，（对怪物最多造成300点物理伤害）但不会消耗缠绵悱恻状态。"
61,魅影突袭/魅影迷踪,Q,11秒,65/75/85/95/105法力,对目标单位发起一次突袭，并穿越至目标身后，对其造成80/130/180/230/280（+0.7AP）点法术伤害友方单位不会造成伤害，并激发缠绵悱恻效果，在0.2秒后魅影迷踪技能将会激活，在此之后的5秒内可使用技能来返回到突袭前的地方。
61,天魔绫,W,15秒,60/65/70/75/80点法力值,"若使用天魔绫来保护自身时，能使下2/3/4/5/6次受到的伤害降低50%，只要该状态还在持续，就可以获得每层7%法术吸血和5点攻击力，该效果最多可持续8秒。若使用天魔绫来攻击敌方目标时，能使目标单位定身1/1.25/1.5/1.75/2秒,并附带一层缠绵悱恻状态。"
61,缠绵悱恻,E,1.5秒,25/30/35/40/45法力,向目标方向打出一道灵气，对路线上的所有敌人造成50/80/110/140/170（+0.4AP）点法术伤害，并添加一个缠绵悱恻的状态，使其移动速度降低15%，法术抗性降低10%，持续3秒，该效果可以叠加3次。每次使用技能，将会消耗一个天魔印记。印记每7秒刷新一个，最多持有3个。
61,天魔妙舞/影舞斩,R,80/70/60秒,100/125/150法力,貂蝉使用终极奥义天魔妙舞，立刻恢复所有天魔印记，对自身周围的所有敌方英雄附加1层缠绵悱恻状态，并在接下来的7秒内可以连续发动影舞斩，使用影舞斩时，貂蝉会自动向附近具有缠绵悱恻状态的敌方英雄发起突袭，每次造成100/160/220（+0.7AP）点法术伤害，同时触发缠绵悱恻效果和并且自身免疫控制0.5秒。
60,属性附加,被动,无,无,"每个基础技能到达5级时，会给英雄增加额外40点生命值、5%攻击速度、40点魔法上限、7点法术强度、4点攻击力。
影遁:不受攻击且保持2.5秒不动保持不动会进入影遁状态"
60,群星坠落,Q,11/10/9/8/7秒,55/60/65/70/70法力,召唤群星攻击敌人，对周围所有敌方单位造成80/140/200/260/320（+0.7全AP）法术伤害，并对自身2码内随机一个单位造成60/105/150/195/240（+0.5全AP）额外法术伤害
60,月神之箭,W,18秒,60法力,向远处射出月神之箭，造成90/170/250/330/410（+1.0额外AD）（+0.6全AP）法术伤害。目标与自身每隔300范围增加0.5秒眩晕时间，最多4秒
60,跳跃,E,18/16/14/12/12,40法力,向前方跳跃，并增加自身和周围友军英雄的7/9/11/13/15%移动速度和20/25/30/35/40%攻击速度
60,月之暗面,R,180/160/140秒,无消耗,1S全图友方英雄瞬间进入隐身状态，在5S持续时间内，隐身被打破也会迅速恢复隐身状态
59,属性附加,被动,无,无,每个基础技能到达5级时，会给英雄增加额外40点生命值、5%攻击速度、40点魔法上限、7点法术强度、4点攻击力。
59,暗影突袭,Q,16/14/12/10,80/85/90/95,短时间内降低目标20%/30%/40%/50%的移动速度，对500范围内选定目标造成60/90/120/150（+0.6AP）点法术伤害，15/25/35/45（0.2AP）点每秒的后续法术伤害，持续3秒
59,闪烁,W,12/10/8/6秒,60法力,瞬移至700范围内指定一点。
59,痛苦尖叫,E,6秒,80/85/90/95,痛苦女王发出尖锐的叫声，对周围敌方单位造成70/135/200/265（+0.6AP）点法术伤害
59,超声波冲击,R,100/90/80秒,100/125/150法力,对一条直线上的敌人造成300/460/620（+0.7AP）点法术伤害
58,坚固伞盖,被动,无,无,"提升20点+额外8％的护甲
将自身护甲的25%转化为法术强度"
58,毒菌爆发,Q,7/6.5/6/5.5/5,65/70/75/80/85,发射真菌孢子，击中目标造成75/115/155/195/235（+0.6AP）点法术伤害
58,扎根,W,12/10/8/6/4,无,"让自己扎根大地，增加所有技能300的释放范围和视野范围，且获得空中视野，并增加10％/15％/20％/25％/30％法术穿透。持续8秒或手动取消。技能激活期间不能移动,技能停止后移动速度提高35％持续3秒。"
58,寄生真菌,E,12/11/10/9/8,70/75/80/85/90,"对敌人造成70/120/170/220/270（+0.7AP）点法术伤害,并用生化孢子感染他们，持续3秒。不稳定的法术:技能命中被标记目标时将眩晕目标1.5秒。"
58,蘑菇云,R,80/70/60,150/180/210,"喷射出剧毒的生化物质，对区域中的所有目标造成125/200/275（+0.6AP）点法术伤害,技能冷却前12秒内最多可释放3次。"
57,吸血鬼之触,被动,无,无,周围有敌方英雄死亡时，死神将会吸取其灵魂的精华，使自己额外获得40金钱，周围队友可以获得25金钱
57,灵魂撕裂,Q,8秒,40/45/50/55/60,"向目标投出死亡镰刀，撕裂目标的灵魂，造成70/110/150/190/230（+0.8全AP)法术伤害,并减少目标60%移动速度，每秒效果降低20%，持续3秒"
57,嗜血悸动,W,10秒,70点法力值,下一次普通攻击附带90/150/210/270/330（+0.9全ap）点法术伤害
57,梦寐附体,E,26/24/22/20/18,60/65/70/75/80,可以附体于所有怪物单位（不包括熔岩魔王）和友方英雄身上。附体时无法攻击、施法、移动、但自身无敌，效果直到手动取消或附体单位死亡为止。出现时，对自身周围造成50/90/130/170/210（+0.5全AP）法术伤害，并沉默目标。
57,鬼哭神嚎,R,60/50/40,100点法力值,施放出大量灵魂，攻击周围敌人。每秒造成100/140/180（+0.5全AP）法术伤害
56,腐蚀浸泡,被动,无,无,"用海水腐蚀敌人的身体，舰队统帅每次技能命中目标会额外造成目标最大生命值3%的真实伤害
对怪物最多造成200点真实伤害"
56,冰电之刃,Q,5/4.5/4/3.5/3秒,50法力,"""召唤冰电之刃对单体敌方单位造成80/105/130/155/180（+0.4AP）点法术伤害，若目标身上存在舰队统帅技能造成的负面效果，则额外造成15％法术伤害。最高造成92/120.75/149.5/178.25/207（+0.46AP）点法术伤害"
56,锚击,W,12秒,75法力,"抛出巨锚对碰撞到敌人造成80/125/170/215/260（+0.9AP）点法术伤害,并减少60％移动速度，持续4秒"
56,洪流风暴,E,16/14/12/10/8,80法力,制造洪流风暴对一条线上的敌人造成70/120/170/220/270（+0.6AP）点法术伤害，并沉默2.5秒，期间被沉默单位对舰队统帅造成一次伤害，则立刻终止沉默效果.
56,天海之罚,R,120/100/80秒,100/125/150法力,提督抛出附魔巨锚，对区域敌人造成3秒压制，受到英雄伤害会立刻苏醒。苏醒时会对其造成200/300/400（+0.9AP）点法术伤害。无法被解除且可以对拥有自身免控状态的英雄释放
55,拯救失足的小鸡,被动,无,无,队友或自己都可以捡起地上的小鸡，并获得小鸡专有的效果加成
55,攻击鸡,Q,4秒,45/50/55/60/65点法力值,被动效果：拾取以后可以增加8/16/24/32/40点法术强度与4/8/12/16/20点攻击力，持续3秒主动效果：对目标区域造成70/110/150/190/230（+0.7AP）点法术伤害，距离越远伤害越高，最高提升1.5倍伤害。并附加一个红色印记，受到其他技能伤害时会眩晕0.75秒最远距离造成105/165/215/275/335（+1.05AP）点法术伤害
